Results generated by BModes (v1.03.01, 25-Sept-2007, compiled using double precision) on 02-Aug-2020 at 13:12:11.
NREL 5MW Tower                                                                                     
=================================================================================

            tower frequencies & mode shapes
            --- only first  20 modes printed


 -------- Mode No.   1  (freq = 0.242302E+00 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist
 0.5947	-0.029754	 0.155498	 0.000000	 0.000000	-0.002886
 0.6217	-0.025305	 0.173207	 0.000000	 0.000000	-0.003143
 0.6487	-0.020416	 0.187981	 0.000000	 0.000000	-0.003416
 0.6758	-0.015177	 0.199060	 0.000000	 0.000000	-0.003706
 0.7028	-0.009696	 0.205728	 0.000000	 0.000000	-0.004013
 0.7298	-0.004105	 0.207212	 0.000000	 0.000000	-0.004339
 0.7568	 0.001447	 0.202701	 0.000000	 0.000000	-0.004685
 0.7839	 0.006785	 0.191343	 0.000000	 0.000000	-0.005055
 0.8109	 0.011713	 0.172266	 0.000000	 0.000000	-0.005448
 0.8379	 0.016010	 0.144591	 0.000000	 0.000000	-0.005867
 0.8649	 0.019429	 0.107255	 0.000000	 0.000000	-0.006315
 0.8919	 0.021697	 0.059401	 0.000000	 0.000000	-0.006793
 0.9189	 0.022516	-0.000146	 0.000000	 0.000000	-0.007306
 0.9460	 0.021549	-0.072748	 0.000000	 0.000000	-0.007856
 0.9730	 0.018432	-0.159376	 0.000000	 0.000000	-0.008445
 1.0000	 0.012760	-0.261917	 0.000000	 0.000000	-0.009079


 -------- Mode No.   7  (freq = 0.322953E+01 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	-0.008169	-0.086963	 0.000000
 0.0035	 0.000000	 0.000000	-0.008474	-0.088048	 0.000000
 0.0104	 0.000000	 0.000000	-0.009094	-0.090093	 0.000000
 0.0174	 0.000000	 0.000000	-0.009728	-0.091977	 0.000000
 0.0244	 0.000000	 0.000000	-0.010375	-0.093700	 0.000000
 0.0313	 0.000000	 0.000000	-0.011033	-0.095265	 0.000000
 0.0383	 0.000000	 0.000000	-0.011701	-0.096672	 0.000000
 0.0453	 0.000000	 0.000000	-0.012379	-0.097924	 0.000000
 0.0522	 0.000000	 0.000000	-0.013065	-0.099024	 0.000000
 0.0592	 0.000000	 0.000000	-0.013757	-0.099972	 0.000000
 0.0662	 0.000000	 0.000000	-0.014457	-0.100772	 0.000000
 0.0731	 0.000000	 0.000000	-0.015161	-0.101426	 0.000000
 0.0801	 0.000000	 0.000000	-0.015869	-0.101936	 0.000000
 0.0870	 0.000000	 0.000000	-0.016580	-0.102305	 0.000000
 0.0940	 0.000000	 0.000000	-0.017293	-0.102536	 0.000000
 0.1010	 0.000000	 0.000000	-0.018008	-0.102632	 0.000000
 0.1079	 0.000000	 0.000000	-0.018722	-0.102596	 0.000000
 0.1149	 0.000000	 0.000000	-0.019436	-0.102430	 0.000000
 0.1219	 0.000000	 0.000000	-0.020149	-0.102139	 0.000000
 0.1288	 0.000000	 0.000000	-0.020859	-0.101725	 0.000000
 0.1358	 0.000000	 0.000000	-0.021565	-0.101192	 0.000000
 0.1399	 0.000000	 0.000000	-0.021980	-0.100824	 0.000000
 0.1497	 0.000000	 0.000000	-0.022965	-0.099784	 0.000000
 0.1567	 0.000000	 0.000000	-0.023657	-0.098917	 0.000000
 0.1636	 0.000000	 0.000000	-0.024343	-0.097946	 0.000000
 0.1706	 0.000000	 0.000000	-0.025021	-0.096875	 0.000000
 0.1776	 0.000000	 0.000000	-0.025692	-0.095709	 0.000000
 0.1845	 0.000000	 0.000000	-0.026354	-0.094451	 0.000000
 0.1915	 0.000000	 0.000000	-0.027007	-0.093108	 0.000000
 0.1985	 0.000000	 0.000000	-0.027651	-0.091682	 0.000000
 0.2054	 0.000000	 0.000000	-0.028284	-0.090179	 0.000000
 0.2124	 0.000000	 0.000000	-0.028906	-0.088603	 0.000000
 0.2194	 0.000000	 0.000000	-0.029518	-0.086959	 0.000000
 0.2263	 0.000000	 0.000000	-0.030117	-0.085253	 0.000000
 0.2333	 0.000000	 0.000000	-0.030705	-0.083489	 0.000000
 0.2403	 0.000000	 0.000000	-0.031280	-0.081673	 0.000000
 0.2472	 0.000000	 0.000000	-0.031842	-0.079810	 0.000000
 0.2507	 0.000000	 0.000000	-0.032119	-0.078862	 0.000000
 0.3203	 0.000000	 0.000000	-0.036059	-0.033347	 0.000000
 0.3797	 0.000000	 0.000000	-0.036653	 0.013378	 0.000000
 0.4248	 0.000000	 0.000000	-0.035181	 0.051565	 0.000000
 0.4596	 0.000000	 0.000000	-0.032859	 0.081403	 0.000000
 0.4866	 0.000000	 0.000000	-0.030349	 0.104060	 0.000000
 0.5137	 0.000000	 0.000000	-0.027238	 0.125748	 0.000000
 0.5407	 0.000000	 0.000000	-0.023562	 0.145845	 0.000000
 0.5677	 0.000000	 0.000000	-0.019370	 0.163817	 0.000000
 0.5947	 0.000000	 0.000000	-0.014730	 0.179026	 0.000000
 0.6217	 0.000000	 0.000000	-0.009725	 0.190827	 0.000000
 0.6487	 0.000000	 0.000000	-0.004453	 0.198595	 0.000000
 0.6758	 0.000000	 0.000000	 0.000966	 0.201637	 0.000000
 0.7028	 0.000000	 0.000000	 0.006395	 0.199302	 0.000000
 0.7298	 0.000000	 0.000000	 0.011681	 0.190918	 0.000000
 0.7568	 0.000000	 0.000000	 0.016649	 0.175869	 0.000000
 0.7839	 0.000000	 0.000000	 0.021113	 0.153483	 0.000000
 0.8109	 0.000000	 0.000000	 0.024864	 0.123157	 0.000000
 0.8379	 0.000000	 0.000000	 0.027681	 0.084338	 0.000000
 0.8649	 0.000000	 0.000000	 0.029324	 0.036290	 0.000000
 0.8919	 0.000000	 0.000000	 0.029539	-0.021382	 0.000000
 0.9189	 0.000000	 0.000000	 0.028055	-0.089412	 0.000000
 0.9460	 0.000000	 0.000000	 0.024581	-0.168666	 0.000000
 0.9730	 0.000000	 0.000000	 0.018808	-0.259541	 0.000000
 1.0000	 0.000000	 0.000000	 0.010405	-0.363387	 0.000000


 -------- Mode No.   8  (freq = 0.608624E+01 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.010465	 0.099930	 0.000000	 0.000000	 0.000000
 0.0035	 0.010814	 0.100212	 0.000000	 0.000000	 0.000000
 0.0104	 0.011513	 0.100514	 0.000000	 0.000000	-0.000001
 0.0174	 0.012213	 0.100476	 0.000000	 0.000000	-0.000002
 0.0244	 0.012912	 0.100105	 0.000000	 0.000000	-0.000003
 0.0313	 0.013607	 0.099408	 0.000000	 0.000000	-0.000004
 0.0383	 0.014295	 0.098393	 0.000000	 0.000000	-0.000005
 0.0453	 0.014976	 0.097069	 0.000000	 0.000000	-0.000006
 0.0522	 0.015647	 0.095445	 0.000000	 0.000000	-0.000007
 0.0592	 0.016305	 0.093529	 0.000000	 0.000000	-0.000008
 0.0662	 0.016949	 0.091332	 0.000000	 0.000000	-0.000009
 0.0731	 0.017576	 0.088864	 0.000000	 0.000000	-0.000010
 0.0801	 0.018186	 0.086135	 0.000000	 0.000000	-0.000011
 0.0870	 0.018775	 0.083156	 0.000000	 0.000000	-0.000012
 0.0940	 0.019343	 0.079939	 0.000000	 0.000000	-0.000013
 0.1010	 0.019888	 0.076494	 0.000000	 0.000000	-0.000014
 0.1079	 0.020408	 0.072835	 0.000000	 0.000000	-0.000015
 0.1149	 0.020902	 0.068972	 0.000000	 0.000000	-0.000016
 0.1219	 0.021368	 0.064919	 0.000000	 0.000000	-0.000017
 0.1288	 0.021806	 0.060688	 0.000000	 0.000000	-0.000018
 0.1358	 0.022213	 0.056293	 0.000000	 0.000000	-0.000019
 0.1399	 0.022439	 0.053630	 0.000000	 0.000000	-0.000020
 0.1497	 0.022934	 0.047063	 0.000000	 0.000000	-0.000021
 0.1567	 0.023245	 0.042256	 0.000000	 0.000000	-0.000022
 0.1636	 0.023522	 0.037339	 0.000000	 0.000000	-0.000023
 0.1706	 0.023764	 0.032326	 0.000000	 0.000000	-0.000024
 0.1776	 0.023972	 0.027233	 0.000000	 0.000000	-0.000025
 0.1845	 0.024144	 0.022073	 0.000000	 0.000000	-0.000026
 0.1915	 0.024279	 0.016861	 0.000000	 0.000000	-0.000027
 0.1985	 0.024378	 0.011612	 0.000000	 0.000000	-0.000028
 0.2054	 0.024441	 0.006340	 0.000000	 0.000000	-0.000029
 0.2124	 0.024467	 0.001061	 0.000000	 0.000000	-0.000030
 0.2194	 0.024456	-0.004211	 0.000000	 0.000000	-0.000031
 0.2263	 0.024408	-0.009461	 0.000000	 0.000000	-0.000032
 0.2333	 0.024324	-0.014674	 0.000000	 0.000000	-0.000033
 0.2403	 0.024204	-0.019835	 0.000000	 0.000000	-0.000033
 0.2472	 0.024048	-0.024930	 0.000000	 0.000000	-0.000034
 0.2507	 0.023957	-0.027448	 0.000000	 0.000000	-0.000035
 0.3203	 0.018451	-0.126272	 0.000000	 0.000000	-0.000055
 0.3797	 0.008813	-0.193326	 0.000000	 0.000000	-0.000075
 0.4248	-0.000720	-0.226083	 0.000000	 0.000000	-0.000091
 0.4596	-0.008833	-0.237619	 0.000000	 0.000000	-0.000104
 0.4866	-0.015269	-0.237229	 0.000000	 0.000000	-0.000114
 0.5137	-0.021576	-0.228193	 0.000000	 0.000000	-0.000126
 0.5407	-0.027519	-0.210384	 0.000000	 0.000000	-0.000137
 0.5677	-0.032861	-0.183916	 0.000000	 0.000000	-0.000149
 0.5947	-0.037375	-0.149310	 0.000000	 0.000000	-0.000162
 0.6217	-0.040853	-0.107468	 0.000000	 0.000000	-0.000175
 0.6487	-0.043114	-0.059520	 0.000000	 0.000000	-0.000189
 0.6758	-0.044017	-0.007298	 0.000000	 0.000000	-0.000204
 0.7028	-0.043473	 0.047221	 0.000000	 0.000000	-0.000219
 0.7298	-0.041450	 0.101699	 0.000000	 0.000000	-0.000235
 0.7568	-0.037989	 0.153156	 0.000000	 0.000000	-0.000251
 0.7839	-0.033212	 0.198670	 0.000000	 0.000000	-0.000269
 0.8109	-0.027325	 0.234848	 0.000000	 0.000000	-0.000287
 0.8379	-0.020628	 0.258121	 0.000000	 0.000000	-0.000306
 0.8649	-0.013521	 0.264877	 0.000000	 0.000000	-0.000326
 0.8919	-0.006501	 0.251324	 0.000000	 0.000000	-0.000348
 0.9189	-0.000166	 0.213650	 0.000000	 0.000000	-0.000370
 0.9460	 0.004774	 0.147827	 0.000000	 0.000000	-0.000393
 0.9730	 0.007510	 0.050212	 0.000000	 0.000000	-0.000418
 1.0000	 0.007119	-0.083794	 0.000000	 0.000000	-0.000444


 -------- Mode No.   9  (freq = 0.631072E+01 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.010509	 0.099529	 0.000000
 0.0035	 0.000000	 0.000000	 0.010856	 0.099733	 0.000000
 0.0104	 0.000000	 0.000000	 0.011551	 0.099873	 0.000000
 0.0174	 0.000000	 0.000000	 0.012246	 0.099662	 0.000000
 0.0244	 0.000000	 0.000000	 0.012938	 0.099107	 0.000000
 0.0313	 0.000000	 0.000000	 0.013625	 0.098217	 0.000000
 0.0383	 0.000000	 0.000000	 0.014305	 0.097001	 0.000000
 0.0453	 0.000000	 0.000000	 0.014975	 0.095467	 0.000000
 0.0522	 0.000000	 0.000000	 0.015634	 0.093625	 0.000000
 0.0592	 0.000000	 0.000000	 0.016279	 0.091486	 0.000000
 0.0662	 0.000000	 0.000000	 0.016908	 0.089059	 0.000000
 0.0731	 0.000000	 0.000000	 0.017518	 0.086355	 0.000000
 0.0801	 0.000000	 0.000000	 0.018110	 0.083386	 0.000000
 0.0870	 0.000000	 0.000000	 0.018679	 0.080164	 0.000000
 0.0940	 0.000000	 0.000000	 0.019226	 0.076700	 0.000000
 0.1010	 0.000000	 0.000000	 0.019747	 0.073006	 0.000000
 0.1079	 0.000000	 0.000000	 0.020242	 0.069096	 0.000000
 0.1149	 0.000000	 0.000000	 0.020709	 0.064982	 0.000000
 0.1219	 0.000000	 0.000000	 0.021146	 0.060679	 0.000000
 0.1288	 0.000000	 0.000000	 0.021554	 0.056198	 0.000000
 0.1358	 0.000000	 0.000000	 0.021929	 0.051555	 0.000000
 0.1399	 0.000000	 0.000000	 0.022135	 0.048747	 0.000000
 0.1497	 0.000000	 0.000000	 0.022580	 0.041839	 0.000000
 0.1567	 0.000000	 0.000000	 0.022854	 0.036795	 0.000000
 0.1636	 0.000000	 0.000000	 0.023092	 0.031646	 0.000000
 0.1706	 0.000000	 0.000000	 0.023294	 0.026408	 0.000000
 0.1776	 0.000000	 0.000000	 0.023460	 0.021095	 0.000000
 0.1845	 0.000000	 0.000000	 0.023588	 0.015724	 0.000000
 0.1915	 0.000000	 0.000000	 0.023679	 0.010308	 0.000000
 0.1985	 0.000000	 0.000000	 0.023731	 0.004865	 0.000000
 0.2054	 0.000000	 0.000000	 0.023746	-0.000591	 0.000000
 0.2124	 0.000000	 0.000000	 0.023723	-0.006044	 0.000000
 0.2194	 0.000000	 0.000000	 0.023662	-0.011480	 0.000000
 0.2263	 0.000000	 0.000000	 0.023563	-0.016881	 0.000000
 0.2333	 0.000000	 0.000000	 0.023427	-0.022233	 0.000000
 0.2403	 0.000000	 0.000000	 0.023254	-0.027521	 0.000000
 0.2472	 0.000000	 0.000000	 0.023044	-0.032729	 0.000000
 0.2507	 0.000000	 0.000000	 0.022926	-0.035298	 0.000000
 0.3203	 0.000000	 0.000000	 0.016833	-0.134728	 0.000000
 0.3797	 0.000000	 0.000000	 0.006748	-0.199525	 0.000000
 0.4248	 0.000000	 0.000000	-0.002989	-0.228686	 0.000000
 0.4596	 0.000000	 0.000000	-0.011127	-0.236393	 0.000000
 0.4866	 0.000000	 0.000000	-0.017483	-0.232493	 0.000000
 0.5137	 0.000000	 0.000000	-0.023610	-0.219587	 0.000000
 0.5407	 0.000000	 0.000000	-0.029265	-0.197698	 0.000000
 0.5677	 0.000000	 0.000000	-0.034208	-0.167100	 0.000000
 0.5947	 0.000000	 0.000000	-0.038213	-0.128519	 0.000000
 0.6217	 0.000000	 0.000000	-0.041079	-0.083087	 0.000000
 0.6487	 0.000000	 0.000000	-0.042639	-0.032171	 0.000000
 0.6758	 0.000000	 0.000000	-0.042773	 0.022132	 0.000000
 0.7028	 0.000000	 0.000000	-0.041417	 0.077589	 0.000000
 0.7298	 0.000000	 0.000000	-0.038576	 0.131618	 0.000000
 0.7568	 0.000000	 0.000000	-0.034331	 0.181017	 0.000000
 0.7839	 0.000000	 0.000000	-0.028850	 0.222675	 0.000000
 0.8109	 0.000000	 0.000000	-0.022389	 0.253064	 0.000000
 0.8379	 0.000000	 0.000000	-0.015302	 0.268550	 0.000000
 0.8649	 0.000000	 0.000000	-0.008043	 0.265485	 0.000000
 0.8919	 0.000000	 0.000000	-0.001162	 0.240185	 0.000000
 0.9189	 0.000000	 0.000000	 0.004690	 0.188951	 0.000000
 0.9460	 0.000000	 0.000000	 0.008758	 0.107903	 0.000000
 0.9730	 0.000000	 0.000000	 0.010191	-0.006308	 0.000000
 1.0000	 0.000000	 0.000000	 0.008032	-0.158158	 0.000000


 -------- Mode No.  10  (freq = 0.707144E+01 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.005115	 0.047143	 0.000000
 0.0035	 0.000000	 0.000000	 0.005279	 0.047117	 0.000000
 0.0104	 0.000000	 0.000000	 0.005606	 0.046923	 0.000000
 0.0174	 0.000000	 0.000000	 0.005932	 0.046543	 0.000000
 0.0244	 0.000000	 0.000000	 0.006254	 0.045982	 0.000000
 0.0313	 0.000000	 0.000000	 0.006572	 0.045246	 0.000000
 0.0383	 0.000000	 0.000000	 0.006884	 0.044340	 0.000000
 0.0453	 0.000000	 0.000000	 0.007189	 0.043268	 0.000000
 0.0522	 0.000000	 0.000000	 0.007486	 0.042037	 0.000000
 0.0592	 0.000000	 0.000000	 0.007774	 0.040653	 0.000000
 0.0662	 0.000000	 0.000000	 0.008052	 0.039122	 0.000000
 0.0731	 0.000000	 0.000000	 0.008319	 0.037451	 0.000000
 0.0801	 0.000000	 0.000000	 0.008573	 0.035646	 0.000000
 0.0870	 0.000000	 0.000000	 0.008815	 0.033715	 0.000000
 0.0940	 0.000000	 0.000000	 0.009043	 0.031663	 0.000000
 0.1010	 0.000000	 0.000000	 0.009256	 0.029500	 0.000000
 0.1079	 0.000000	 0.000000	 0.009453	 0.027231	 0.000000
 0.1149	 0.000000	 0.000000	 0.009635	 0.024865	 0.000000
 0.1219	 0.000000	 0.000000	 0.009799	 0.022410	 0.000000
 0.1288	 0.000000	 0.000000	 0.009947	 0.019874	 0.000000
 0.1358	 0.000000	 0.000000	 0.010076	 0.017265	 0.000000
 0.1399	 0.000000	 0.000000	 0.010144	 0.015695	 0.000000
 0.1497	 0.000000	 0.000000	 0.010279	 0.011858	 0.000000
 0.1567	 0.000000	 0.000000	 0.010352	 0.009079	 0.000000
 0.1636	 0.000000	 0.000000	 0.010405	 0.006259	 0.000000
 0.1706	 0.000000	 0.000000	 0.010439	 0.003408	 0.000000
 0.1776	 0.000000	 0.000000	 0.010453	 0.000534	 0.000000
 0.1845	 0.000000	 0.000000	 0.010447	-0.002354	 0.000000
 0.1915	 0.000000	 0.000000	 0.010420	-0.005248	 0.000000
 0.1985	 0.000000	 0.000000	 0.010373	-0.008138	 0.000000
 0.2054	 0.000000	 0.000000	 0.010307	-0.011018	 0.000000
 0.2124	 0.000000	 0.000000	 0.010220	-0.013878	 0.000000
 0.2194	 0.000000	 0.000000	 0.010114	-0.016709	 0.000000
 0.2263	 0.000000	 0.000000	 0.009987	-0.019504	 0.000000
 0.2333	 0.000000	 0.000000	 0.009842	-0.022254	 0.000000
 0.2403	 0.000000	 0.000000	 0.009678	-0.024951	 0.000000
 0.2472	 0.000000	 0.000000	 0.009495	-0.027587	 0.000000
 0.2507	 0.000000	 0.000000	 0.009396	-0.028879	 0.000000
 0.3203	 0.000000	 0.000000	 0.005615	-0.076449	 0.000000
 0.3797	 0.000000	 0.000000	 0.000196	-0.102813	 0.000000
 0.4248	 0.000000	 0.000000	-0.004654	-0.110264	 0.000000
 0.4596	 0.000000	 0.000000	-0.008465	-0.107373	 0.000000
 0.4866	 0.000000	 0.000000	-0.011273	-0.099681	 0.000000
 0.5137	 0.000000	 0.000000	-0.013808	-0.087273	 0.000000
 0.5407	 0.000000	 0.000000	-0.015946	-0.070444	 0.000000
 0.5677	 0.000000	 0.000000	-0.017573	-0.049621	 0.000000
 0.5947	 0.000000	 0.000000	-0.018592	-0.025511	 0.000000
 0.6217	 0.000000	 0.000000	-0.018924	 0.000960	 0.000000
 0.6487	 0.000000	 0.000000	-0.018520	 0.028758	 0.000000
 0.6758	 0.000000	 0.000000	-0.017363	 0.056481	 0.000000
 0.7028	 0.000000	 0.000000	-0.015473	 0.082706	 0.000000
 0.7298	 0.000000	 0.000000	-0.012913	 0.105889	 0.000000
 0.7568	 0.000000	 0.000000	-0.009789	 0.124276	 0.000000
 0.7839	 0.000000	 0.000000	-0.006251	 0.136238	 0.000000
 0.8109	 0.000000	 0.000000	-0.002497	 0.140086	 0.000000
 0.8379	 0.000000	 0.000000	 0.001232	 0.134234	 0.000000
 0.8649	 0.000000	 0.000000	 0.004652	 0.117177	 0.000000
 0.8919	 0.000000	 0.000000	 0.007443	 0.087661	 0.000000
 0.9189	 0.000000	 0.000000	 0.009253	 0.044468	 0.000000
 0.9460	 0.000000	 0.000000	 0.009695	-0.013602	 0.000000
 0.9730	 0.000000	 0.000000	 0.008356	-0.087296	 0.000000
 1.0000	 0.000000	 0.000000	 0.004795	-0.178087	 0.000000


 -------- Mode No.  11  (freq = 0.118663E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.010066	 0.078912	 0.000000	 0.000000	 0.000000
 0.0035	 0.010338	 0.077523	 0.000000	 0.000000	-0.000001
 0.0104	 0.010867	 0.074347	 0.000000	 0.000000	-0.000003
 0.0174	 0.011372	 0.070660	 0.000000	 0.000000	-0.000006
 0.0244	 0.011850	 0.066488	 0.000000	 0.000000	-0.000008
 0.0313	 0.012297	 0.061857	 0.000000	 0.000000	-0.000010
 0.0383	 0.012711	 0.056796	 0.000000	 0.000000	-0.000012
 0.0453	 0.013087	 0.051334	 0.000000	 0.000000	-0.000015
 0.0522	 0.013425	 0.045500	 0.000000	 0.000000	-0.000017
 0.0592	 0.013720	 0.039326	 0.000000	 0.000000	-0.000019
 0.0662	 0.013972	 0.032841	 0.000000	 0.000000	-0.000022
 0.0731	 0.014177	 0.026078	 0.000000	 0.000000	-0.000024
 0.0801	 0.014334	 0.019071	 0.000000	 0.000000	-0.000026
 0.0870	 0.014442	 0.011851	 0.000000	 0.000000	-0.000028
 0.0940	 0.014499	 0.004452	 0.000000	 0.000000	-0.000030
 0.1010	 0.014504	-0.003093	 0.000000	 0.000000	-0.000033
 0.1079	 0.014456	-0.010750	 0.000000	 0.000000	-0.000035
 0.1149	 0.014354	-0.018486	 0.000000	 0.000000	-0.000037
 0.1219	 0.014198	-0.026268	 0.000000	 0.000000	-0.000039
 0.1288	 0.013988	-0.034062	 0.000000	 0.000000	-0.000041
 0.1358	 0.013724	-0.041836	 0.000000	 0.000000	-0.000043
 0.1399	 0.013543	-0.046397	 0.000000	 0.000000	-0.000045
 0.1497	 0.013034	-0.057196	 0.000000	 0.000000	-0.000048
 0.1567	 0.012609	-0.064721	 0.000000	 0.000000	-0.000050
 0.1636	 0.012133	-0.072102	 0.000000	 0.000000	-0.000052
 0.1706	 0.011605	-0.079312	 0.000000	 0.000000	-0.000054
 0.1776	 0.011028	-0.086322	 0.000000	 0.000000	-0.000056
 0.1845	 0.010404	-0.093106	 0.000000	 0.000000	-0.000058
 0.1915	 0.009732	-0.099641	 0.000000	 0.000000	-0.000060
 0.1985	 0.009016	-0.105901	 0.000000	 0.000000	-0.000062
 0.2054	 0.008258	-0.111867	 0.000000	 0.000000	-0.000064
 0.2124	 0.007459	-0.117517	 0.000000	 0.000000	-0.000066
 0.2194	 0.006622	-0.122834	 0.000000	 0.000000	-0.000068
 0.2263	 0.005749	-0.127802	 0.000000	 0.000000	-0.000070
 0.2333	 0.004843	-0.132406	 0.000000	 0.000000	-0.000072
 0.2403	 0.003906	-0.136633	 0.000000	 0.000000	-0.000073
 0.2472	 0.002941	-0.140475	 0.000000	 0.000000	-0.000075
 0.2507	 0.002449	-0.142248	 0.000000	 0.000000	-0.000076
 0.3203	-0.009091	-0.174665	 0.000000	 0.000000	-0.000115
 0.3797	-0.018552	-0.134472	 0.000000	 0.000000	-0.000149
 0.4248	-0.023155	-0.066138	 0.000000	 0.000000	-0.000175
 0.4596	-0.024280	 0.002342	 0.000000	 0.000000	-0.000195
 0.4866	-0.023433	 0.060183	 0.000000	 0.000000	-0.000211
 0.5137	-0.021012	 0.118049	 0.000000	 0.000000	-0.000226
 0.5407	-0.017077	 0.171655	 0.000000	 0.000000	-0.000242
 0.5677	-0.011797	 0.216996	 0.000000	 0.000000	-0.000256
 0.5947	-0.005452	 0.250123	 0.000000	 0.000000	-0.000271
 0.6217	 0.001583	 0.267700	 0.000000	 0.000000	-0.000285
 0.6487	 0.008854	 0.267311	 0.000000	 0.000000	-0.000298
 0.6758	 0.015852	 0.247676	 0.000000	 0.000000	-0.000311
 0.7028	 0.022058	 0.208951	 0.000000	 0.000000	-0.000323
 0.7298	 0.026973	 0.152802	 0.000000	 0.000000	-0.000334
 0.7568	 0.030173	 0.082900	 0.000000	 0.000000	-0.000344
 0.7839	 0.031350	 0.004168	 0.000000	 0.000000	-0.000354
 0.8109	 0.030354	-0.076661	 0.000000	 0.000000	-0.000362
 0.8379	 0.027237	-0.151560	 0.000000	 0.000000	-0.000368
 0.8649	 0.022274	-0.211931	 0.000000	 0.000000	-0.000374
 0.8919	 0.015988	-0.248204	 0.000000	 0.000000	-0.000377
 0.9189	 0.009156	-0.251154	 0.000000	 0.000000	-0.000379
 0.9460	 0.002804	-0.211675	 0.000000	 0.000000	-0.000380
 0.9730	-0.001806	-0.121532	 0.000000	 0.000000	-0.000378
 1.0000	-0.003190	 0.027615	 0.000000	 0.000000	-0.000375


 -------- Mode No.  12  (freq = 0.119858E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.010070	 0.078639	 0.000000
 0.0035	 0.000000	 0.000000	 0.010341	 0.077220	 0.000000
 0.0104	 0.000000	 0.000000	 0.010868	 0.073981	 0.000000
 0.0174	 0.000000	 0.000000	 0.011370	 0.070228	 0.000000
 0.0244	 0.000000	 0.000000	 0.011845	 0.065987	 0.000000
 0.0313	 0.000000	 0.000000	 0.012288	 0.061286	 0.000000
 0.0383	 0.000000	 0.000000	 0.012697	 0.056153	 0.000000
 0.0453	 0.000000	 0.000000	 0.013069	 0.050618	 0.000000
 0.0522	 0.000000	 0.000000	 0.013402	 0.044710	 0.000000
 0.0592	 0.000000	 0.000000	 0.013691	 0.038461	 0.000000
 0.0662	 0.000000	 0.000000	 0.013937	 0.031903	 0.000000
 0.0731	 0.000000	 0.000000	 0.014135	 0.025069	 0.000000
 0.0801	 0.000000	 0.000000	 0.014285	 0.017991	 0.000000
 0.0870	 0.000000	 0.000000	 0.014385	 0.010703	 0.000000
 0.0940	 0.000000	 0.000000	 0.014434	 0.003239	 0.000000
 0.1010	 0.000000	 0.000000	 0.014430	-0.004367	 0.000000
 0.1079	 0.000000	 0.000000	 0.014373	-0.012081	 0.000000
 0.1149	 0.000000	 0.000000	 0.014261	-0.019870	 0.000000
 0.1219	 0.000000	 0.000000	 0.014096	-0.027700	 0.000000
 0.1288	 0.000000	 0.000000	 0.013876	-0.035536	 0.000000
 0.1358	 0.000000	 0.000000	 0.013601	-0.043347	 0.000000
 0.1399	 0.000000	 0.000000	 0.013414	-0.047928	 0.000000
 0.1497	 0.000000	 0.000000	 0.012889	-0.058763	 0.000000
 0.1567	 0.000000	 0.000000	 0.012454	-0.066306	 0.000000
 0.1636	 0.000000	 0.000000	 0.011966	-0.073698	 0.000000
 0.1706	 0.000000	 0.000000	 0.011428	-0.080910	 0.000000
 0.1776	 0.000000	 0.000000	 0.010840	-0.087916	 0.000000
 0.1845	 0.000000	 0.000000	 0.010204	-0.094689	 0.000000
 0.1915	 0.000000	 0.000000	 0.009522	-0.101205	 0.000000
 0.1985	 0.000000	 0.000000	 0.008795	-0.107439	 0.000000
 0.2054	 0.000000	 0.000000	 0.008026	-0.113371	 0.000000
 0.2124	 0.000000	 0.000000	 0.007217	-0.118980	 0.000000
 0.2194	 0.000000	 0.000000	 0.006370	-0.124249	 0.000000
 0.2263	 0.000000	 0.000000	 0.005487	-0.129161	 0.000000
 0.2333	 0.000000	 0.000000	 0.004572	-0.133703	 0.000000
 0.2403	 0.000000	 0.000000	 0.003626	-0.137863	 0.000000
 0.2472	 0.000000	 0.000000	 0.002653	-0.141632	 0.000000
 0.2507	 0.000000	 0.000000	 0.002156	-0.143366	 0.000000
 0.3203	 0.000000	 0.000000	-0.009390	-0.173620	 0.000000
 0.3797	 0.000000	 0.000000	-0.018719	-0.131110	 0.000000
 0.4248	 0.000000	 0.000000	-0.023134	-0.061241	 0.000000
 0.4596	 0.000000	 0.000000	-0.024074	 0.007987	 0.000000
 0.4866	 0.000000	 0.000000	-0.023070	 0.066002	 0.000000
 0.5137	 0.000000	 0.000000	-0.020495	 0.123604	 0.000000
 0.5407	 0.000000	 0.000000	-0.016419	 0.176454	 0.000000
 0.5677	 0.000000	 0.000000	-0.011026	 0.220528	 0.000000
 0.5947	 0.000000	 0.000000	-0.004608	 0.251899	 0.000000
