Results generated by BModes (v1.03.01, 25-Sept-2007, compiled using double precision) on 02-Aug-2020 at 13:12:11.
NREL 5MW Tower                                                                                     
=================================================================================

            tower frequencies & mode shapes
            --- only first  20 modes printed


 -------- Mode No.   1  (freq = 0.242302E+00 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist
 0.6217	 0.000000	 0.000000	 0.002447	 0.267304	 0.000000
 0.6487	 0.000000	 0.000000	 0.009673	 0.264438	 0.000000
 0.6758	 0.000000	 0.000000	 0.016558	 0.242200	 0.000000
 0.7028	 0.000000	 0.000000	 0.022581	 0.200954	 0.000000
 0.7298	 0.000000	 0.000000	 0.027249	 0.142609	 0.000000
 0.7568	 0.000000	 0.000000	 0.030150	 0.071102	 0.000000
 0.7839	 0.000000	 0.000000	 0.030996	-0.008390	 0.000000
 0.8109	 0.000000	 0.000000	 0.029663	-0.088902	 0.000000
 0.8379	 0.000000	 0.000000	 0.026233	-0.162230	 0.000000
 0.8649	 0.000000	 0.000000	 0.021019	-0.219663	 0.000000
 0.8919	 0.000000	 0.000000	 0.014580	-0.251632	 0.000000
 0.9189	 0.000000	 0.000000	 0.007729	-0.248990	 0.000000
 0.9460	 0.000000	 0.000000	 0.001525	-0.202796	 0.000000
 0.9730	 0.000000	 0.000000	-0.002743	-0.105095	 0.000000
 1.0000	 0.000000	 0.000000	-0.003573	 0.052224	 0.000000


 -------- Mode No.  13  (freq = 0.159655E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	-0.000001	-0.000005	 0.000000	 0.000000	 0.000000
 0.0035	-0.000001	-0.000005	 0.000000	 0.000000	-0.001080
 0.0104	-0.000001	-0.000005	 0.000000	 0.000000	-0.003238
 0.0174	-0.000001	-0.000004	 0.000000	 0.000000	-0.005395
 0.0244	-0.000001	-0.000004	 0.000000	 0.000000	-0.007548
 0.0313	-0.000001	-0.000003	 0.000000	 0.000000	-0.009697
 0.0383	-0.000001	-0.000003	 0.000000	 0.000000	-0.011840
 0.0453	-0.000001	-0.000002	 0.000000	 0.000000	-0.013976
 0.0522	-0.000001	-0.000002	 0.000000	 0.000000	-0.016104
 0.0592	-0.000001	-0.000001	 0.000000	 0.000000	-0.018222
 0.0662	-0.000001	 0.000000	 0.000000	 0.000000	-0.020330
 0.0731	-0.000001	 0.000000	 0.000000	 0.000000	-0.022425
 0.0801	-0.000001	 0.000001	 0.000000	 0.000000	-0.024507
 0.0870	-0.000001	 0.000002	 0.000000	 0.000000	-0.026574
 0.0940	-0.000001	 0.000003	 0.000000	 0.000000	-0.028626
 0.1010	-0.000001	 0.000003	 0.000000	 0.000000	-0.030660
 0.1079	-0.000001	 0.000004	 0.000000	 0.000000	-0.032677
 0.1149	-0.000001	 0.000005	 0.000000	 0.000000	-0.034674
 0.1219	-0.000001	 0.000005	 0.000000	 0.000000	-0.036650
 0.1288	-0.000001	 0.000006	 0.000000	 0.000000	-0.038605
 0.1358	-0.000001	 0.000007	 0.000000	 0.000000	-0.040536
 0.1399	-0.000001	 0.000007	 0.000000	 0.000000	-0.041664
 0.1497	-0.000001	 0.000008	 0.000000	 0.000000	-0.044326
 0.1567	-0.000001	 0.000008	 0.000000	 0.000000	-0.046182
 0.1636	-0.000001	 0.000009	 0.000000	 0.000000	-0.048011
 0.1706	 0.000000	 0.000009	 0.000000	 0.000000	-0.049811
 0.1776	 0.000000	 0.000010	 0.000000	 0.000000	-0.051581
 0.1845	 0.000000	 0.000010	 0.000000	 0.000000	-0.053321
 0.1915	 0.000000	 0.000011	 0.000000	 0.000000	-0.055029
 0.1985	 0.000000	 0.000011	 0.000000	 0.000000	-0.056704
 0.2054	 0.000000	 0.000011	 0.000000	 0.000000	-0.058346
 0.2124	 0.000000	 0.000012	 0.000000	 0.000000	-0.059953
 0.2194	 0.000000	 0.000012	 0.000000	 0.000000	-0.061524
 0.2263	 0.000000	 0.000012	 0.000000	 0.000000	-0.063059
 0.2333	 0.000000	 0.000012	 0.000000	 0.000000	-0.064556
 0.2403	 0.000000	 0.000012	 0.000000	 0.000000	-0.066015
 0.2472	 0.000000	 0.000012	 0.000000	 0.000000	-0.067435
 0.2507	 0.000000	 0.000012	 0.000000	 0.000000	-0.068129
 0.3203	 0.000001	 0.000009	 0.000000	 0.000000	-0.096336
 0.3797	 0.000001	 0.000000	 0.000000	 0.000000	-0.118821
 0.4248	 0.000001	-0.000007	 0.000000	 0.000000	-0.134150
 0.4596	 0.000001	-0.000012	 0.000000	 0.000000	-0.144618
 0.4866	 0.000001	-0.000015	 0.000000	 0.000000	-0.151752
 0.5137	 0.000000	-0.000017	 0.000000	 0.000000	-0.157914
 0.5407	 0.000000	-0.000018	 0.000000	 0.000000	-0.162978
 0.5677	-0.000001	-0.000016	 0.000000	 0.000000	-0.166849
 0.5947	-0.000001	-0.000013	 0.000000	 0.000000	-0.169421
 0.6217	-0.000001	-0.000009	 0.000000	 0.000000	-0.170590
 0.6487	-0.000002	-0.000003	 0.000000	 0.000000	-0.170262
 0.6758	-0.000002	 0.000004	 0.000000	 0.000000	-0.168346
 0.7028	-0.000001	 0.000011	 0.000000	 0.000000	-0.164754
 0.7298	-0.000001	 0.000017	 0.000000	 0.000000	-0.159397
 0.7568	-0.000001	 0.000023	 0.000000	 0.000000	-0.152223
 0.7839	 0.000000	 0.000027	 0.000000	 0.000000	-0.143146
 0.8109	 0.000001	 0.000030	 0.000000	 0.000000	-0.132115
 0.8379	 0.000002	 0.000031	 0.000000	 0.000000	-0.119099
 0.8649	 0.000003	 0.000031	 0.000000	 0.000000	-0.104013
 0.8919	 0.000003	 0.000030	 0.000000	 0.000000	-0.086894
 0.9189	 0.000004	 0.000031	 0.000000	 0.000000	-0.067691
 0.9460	 0.000005	 0.000035	 0.000000	 0.000000	-0.046352
 0.9730	 0.000006	 0.000046	 0.000000	 0.000000	-0.022993
 1.0000	 0.000008	 0.000069	 0.000000	 0.000000	 0.002461


 -------- Mode No.  14  (freq = 0.196178E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	-0.009509	-0.058268	 0.000000	 0.000000	 0.000000
 0.0035	-0.009707	-0.055386	 0.000000	 0.000000	 0.000002
 0.0104	-0.010071	-0.049115	 0.000000	 0.000000	 0.000007
 0.0174	-0.010390	-0.042222	 0.000000	 0.000000	 0.000012
 0.0244	-0.010658	-0.034771	 0.000000	 0.000000	 0.000016
 0.0313	-0.010873	-0.026828	 0.000000	 0.000000	 0.000021
 0.0383	-0.011031	-0.018462	 0.000000	 0.000000	 0.000026
 0.0453	-0.011129	-0.009741	 0.000000	 0.000000	 0.000030
 0.0522	-0.011166	-0.000736	 0.000000	 0.000000	 0.000035
 0.0592	-0.011139	 0.008483	 0.000000	 0.000000	 0.000039
 0.0662	-0.011047	 0.017847	 0.000000	 0.000000	 0.000044
 0.0731	-0.010890	 0.027283	 0.000000	 0.000000	 0.000048
 0.0801	-0.010667	 0.036725	 0.000000	 0.000000	 0.000053
 0.0870	-0.010379	 0.046103	 0.000000	 0.000000	 0.000057
 0.0940	-0.010025	 0.055351	 0.000000	 0.000000	 0.000062
 0.1010	-0.009608	 0.064404	 0.000000	 0.000000	 0.000066
 0.1079	-0.009129	 0.073202	 0.000000	 0.000000	 0.000070
 0.1149	-0.008589	 0.081684	 0.000000	 0.000000	 0.000074
 0.1219	-0.007992	 0.089795	 0.000000	 0.000000	 0.000078
 0.1288	-0.007340	 0.097482	 0.000000	 0.000000	 0.000082
 0.1358	-0.006636	 0.104697	 0.000000	 0.000000	 0.000086
 0.1399	-0.006197	 0.108712	 0.000000	 0.000000	 0.000089
 0.1497	-0.005085	 0.117539	 0.000000	 0.000000	 0.000094
 0.1567	-0.004247	 0.123093	 0.000000	 0.000000	 0.000098
 0.1636	-0.003372	 0.128026	 0.000000	 0.000000	 0.000101
 0.1706	-0.002466	 0.132316	 0.000000	 0.000000	 0.000105
 0.1776	-0.001531	 0.135944	 0.000000	 0.000000	 0.000108
 0.1845	-0.000574	 0.138897	 0.000000	 0.000000	 0.000112
 0.1915	 0.000402	 0.141168	 0.000000	 0.000000	 0.000115
 0.1985	 0.001391	 0.142758	 0.000000	 0.000000	 0.000118
 0.2054	 0.002389	 0.143671	 0.000000	 0.000000	 0.000121
 0.2124	 0.003390	 0.143920	 0.000000	 0.000000	 0.000124
 0.2194	 0.004391	 0.143523	 0.000000	 0.000000	 0.000127
 0.2263	 0.005388	 0.142504	 0.000000	 0.000000	 0.000130
 0.2333	 0.006375	 0.140895	 0.000000	 0.000000	 0.000132
 0.2403	 0.007349	 0.138732	 0.000000	 0.000000	 0.000135
 0.2472	 0.008306	 0.136059	 0.000000	 0.000000	 0.000137
 0.2507	 0.008777	 0.134546	 0.000000	 0.000000	 0.000138
 0.3203	 0.014806	 0.028430	 0.000000	 0.000000	 0.000180
 0.3797	 0.012779	-0.094063	 0.000000	 0.000000	 0.000208
 0.4248	 0.006718	-0.168240	 0.000000	 0.000000	 0.000221
 0.4596	 0.000275	-0.196319	 0.000000	 0.000000	 0.000226
 0.4866	-0.005057	-0.194709	 0.000000	 0.000000	 0.000227
 0.5137	-0.010046	-0.171024	 0.000000	 0.000000	 0.000225
 0.5407	-0.014102	-0.126401	 0.000000	 0.000000	 0.000219
 0.5677	-0.016704	-0.064327	 0.000000	 0.000000	 0.000211
 0.5947	-0.017457	 0.009186	 0.000000	 0.000000	 0.000198
 0.6217	-0.016156	 0.086204	 0.000000	 0.000000	 0.000182
 0.6487	-0.012825	 0.157916	 0.000000	 0.000000	 0.000163
 0.6758	-0.007738	 0.214861	 0.000000	 0.000000	 0.000140
 0.7028	-0.001408	 0.248949	 0.000000	 0.000000	 0.000114
 0.7298	 0.005460	 0.254181	 0.000000	 0.000000	 0.000084
 0.7568	 0.012039	 0.227809	 0.000000	 0.000000	 0.000051
 0.7839	 0.017484	 0.171140	 0.000000	 0.000000	 0.000015
 0.8109	 0.021046	 0.090069	 0.000000	 0.000000	-0.000023
 0.8379	 0.022197	-0.004996	 0.000000	 0.000000	-0.000064
 0.8649	 0.020742	-0.100331	 0.000000	 0.000000	-0.000107
 0.8919	 0.016900	-0.178902	 0.000000	 0.000000	-0.000152
 0.9189	 0.011363	-0.223206	 0.000000	 0.000000	-0.000197
 0.9460	 0.005296	-0.216060	 0.000000	 0.000000	-0.000244
 0.9730	 0.000302	-0.142214	 0.000000	 0.000000	-0.000291
 1.0000	-0.001629	 0.011605	 0.000000	 0.000000	-0.000337


 -------- Mode No.  15  (freq = 0.196906E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.009512	 0.058149	 0.000000
 0.0035	 0.000000	 0.000000	 0.009709	 0.055252	 0.000000
 0.0104	 0.000000	 0.000000	 0.010072	 0.048953	 0.000000
 0.0174	 0.000000	 0.000000	 0.010389	 0.042029	 0.000000
 0.0244	 0.000000	 0.000000	 0.010656	 0.034547	 0.000000
 0.0313	 0.000000	 0.000000	 0.010869	 0.026574	 0.000000
 0.0383	 0.000000	 0.000000	 0.011026	 0.018177	 0.000000
 0.0453	 0.000000	 0.000000	 0.011122	 0.009426	 0.000000
 0.0522	 0.000000	 0.000000	 0.011156	 0.000393	 0.000000
 0.0592	 0.000000	 0.000000	 0.011127	-0.008854	 0.000000
 0.0662	 0.000000	 0.000000	 0.011033	-0.018241	 0.000000
 0.0731	 0.000000	 0.000000	 0.010873	-0.027700	 0.000000
 0.0801	 0.000000	 0.000000	 0.010647	-0.037160	 0.000000
 0.0870	 0.000000	 0.000000	 0.010355	-0.046553	 0.000000
 0.0940	 0.000000	 0.000000	 0.009999	-0.055813	 0.000000
 0.1010	 0.000000	 0.000000	 0.009578	-0.064874	 0.000000
 0.1079	 0.000000	 0.000000	 0.009096	-0.073675	 0.000000
 0.1149	 0.000000	 0.000000	 0.008553	-0.082155	 0.000000
 0.1219	 0.000000	 0.000000	 0.007952	-0.090259	 0.000000
 0.1288	 0.000000	 0.000000	 0.007297	-0.097935	 0.000000
 0.1358	 0.000000	 0.000000	 0.006589	-0.105134	 0.000000
 0.1399	 0.000000	 0.000000	 0.006149	-0.109137	 0.000000
 0.1497	 0.000000	 0.000000	 0.005034	-0.117928	 0.000000
 0.1567	 0.000000	 0.000000	 0.004193	-0.123449	 0.000000
 0.1636	 0.000000	 0.000000	 0.003316	-0.128346	 0.000000
 0.1706	 0.000000	 0.000000	 0.002407	-0.132595	 0.000000
 0.1776	 0.000000	 0.000000	 0.001470	-0.136176	 0.000000
 0.1845	 0.000000	 0.000000	 0.000512	-0.139079	 0.000000
 0.1915	 0.000000	 0.000000	-0.000465	-0.141296	 0.000000
 0.1985	 0.000000	 0.000000	-0.001455	-0.142828	 0.000000
 0.2054	 0.000000	 0.000000	-0.002453	-0.143681	 0.000000
 0.2124	 0.000000	 0.000000	-0.003454	-0.143867	 0.000000
 0.2194	 0.000000	 0.000000	-0.004455	-0.143404	 0.000000
 0.2263	 0.000000	 0.000000	-0.005450	-0.142319	 0.000000
 0.2333	 0.000000	 0.000000	-0.006436	-0.140642	 0.000000
 0.2403	 0.000000	 0.000000	-0.007408	-0.138412	 0.000000
 0.2472	 0.000000	 0.000000	-0.008362	-0.135671	 0.000000
 0.2507	 0.000000	 0.000000	-0.008832	-0.134125	 0.000000
 0.3203	 0.000000	 0.000000	-0.014787	-0.026868	 0.000000
 0.3797	 0.000000	 0.000000	-0.012657	 0.095801	 0.000000
 0.4248	 0.000000	 0.000000	-0.006530	 0.169359	 0.000000
 0.4596	 0.000000	 0.000000	-0.000063	 0.196527	 0.000000
 0.4866	 0.000000	 0.000000	 0.005263	 0.194029	 0.000000
 0.5137	 0.000000	 0.000000	 0.010220	 0.169394	 0.000000
 0.5407	 0.000000	 0.000000	 0.014221	 0.123879	 0.000000
 0.5677	 0.000000	 0.000000	 0.016744	 0.061095	 0.000000
 0.5947	 0.000000	 0.000000	 0.017403	-0.012818	 0.000000
 0.6217	 0.000000	 0.000000	 0.016003	-0.089823	 0.000000
 0.6487	 0.000000	 0.000000	 0.012580	-0.161042	 0.000000
 0.6758	 0.000000	 0.000000	 0.007421	-0.217006	 0.000000
 0.7028	 0.000000	 0.000000	 0.001051	-0.249687	 0.000000
 0.7298	 0.000000	 0.000000	-0.005814	-0.253213	 0.000000
 0.7568	 0.000000	 0.000000	-0.012342	-0.225042	 0.000000
 0.7839	 0.000000	 0.000000	-0.017689	-0.166729	 0.000000
 0.8109	 0.000000	 0.000000	-0.021114	-0.084446	 0.000000
 0.8379	 0.000000	 0.000000	-0.022105	 0.011133	 0.000000
 0.8649	 0.000000	 0.000000	-0.020486	 0.106070	 0.000000
 0.8919	 0.000000	 0.000000	-0.016507	 0.183208	 0.000000
 0.9189	 0.000000	 0.000000	-0.010885	 0.225038	 0.000000
 0.9460	 0.000000	 0.000000	-0.004813	 0.214485	 0.000000
 0.9730	 0.000000	 0.000000	 0.000083	 0.136548	 0.000000
 1.0000	 0.000000	 0.000000	 0.001800	-0.021789	 0.000000


 -------- Mode No.  16  (freq = 0.268112E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	-0.000698	-0.003354	 0.000000
 0.0035	 0.000000	 0.000000	-0.000709	-0.003054	 0.000000
 0.0104	 0.000000	 0.000000	-0.000728	-0.002410	 0.000000
 0.0174	 0.000000	 0.000000	-0.000742	-0.001716	 0.000000
 0.0244	 0.000000	 0.000000	-0.000752	-0.000978	 0.000000
 0.0313	 0.000000	 0.000000	-0.000756	-0.000207	 0.000000
 0.0383	 0.000000	 0.000000	-0.000754	 0.000588	 0.000000
 0.0453	 0.000000	 0.000000	-0.000747	 0.001400	 0.000000
 0.0522	 0.000000	 0.000000	-0.000735	 0.002218	 0.000000
 0.0592	 0.000000	 0.000000	-0.000717	 0.003035	 0.000000
 0.0662	 0.000000	 0.000000	-0.000693	 0.003841	 0.000000
 0.0731	 0.000000	 0.000000	-0.000663	 0.004629	 0.000000
 0.0801	 0.000000	 0.000000	-0.000628	 0.005390	 0.000000
 0.0870	 0.000000	 0.000000	-0.000588	 0.006117	 0.000000
 0.0940	 0.000000	 0.000000	-0.000543	 0.006802	 0.000000
 0.1010	 0.000000	 0.000000	-0.000494	 0.007439	 0.000000
 0.1079	 0.000000	 0.000000	-0.000440	 0.008023	 0.000000
 0.1149	 0.000000	 0.000000	-0.000382	 0.008546	 0.000000
 0.1219	 0.000000	 0.000000	-0.000321	 0.009005	 0.000000
 0.1288	 0.000000	 0.000000	-0.000257	 0.009395	 0.000000
 0.1358	 0.000000	 0.000000	-0.000190	 0.009713	 0.000000
 0.1399	 0.000000	 0.000000	-0.000150	 0.009866	 0.000000
 0.1497	 0.000000	 0.000000	-0.000052	 0.010124	 0.000000
 0.1567	 0.000000	 0.000000	 0.000019	 0.010213	 0.000000
 0.1636	 0.000000	 0.000000	 0.000090	 0.010225	 0.000000
 0.1706	 0.000000	 0.000000	 0.000161	 0.010159	 0.000000
 0.1776	 0.000000	 0.000000	 0.000232	 0.010018	 0.000000
 0.1845	 0.000000	 0.000000	 0.000301	 0.009804	 0.000000
 0.1915	 0.000000	 0.000000	 0.000368	 0.009519	 0.000000
 0.1985	 0.000000	 0.000000	 0.000433	 0.009168	 0.000000
 0.2054	 0.000000	 0.000000	 0.000496	 0.008756	 0.000000
 0.2124	 0.000000	 0.000000	 0.000555	 0.008288	 0.000000
 0.2194	 0.000000	 0.000000	 0.000611	 0.007770	 0.000000
 0.2263	 0.000000	 0.000000	 0.000663	 0.007209	 0.000000
 0.2333	 0.000000	 0.000000	 0.000711	 0.006612	 0.000000
 0.2403	 0.000000	 0.000000	 0.000755	 0.005988	 0.000000
 0.2472	 0.000000	 0.000000	 0.000795	 0.005346	 0.000000
 0.2507	 0.000000	 0.000000	 0.000813	 0.005020	 0.000000
 0.3203	 0.000000	 0.000000	 0.000676	-0.008293	 0.000000
 0.3797	 0.000000	 0.000000	-0.000038	-0.014279	 0.000000
 0.4248	 0.000000	 0.000000	-0.000661	-0.012395	 0.000000
 0.4596	 0.000000	 0.000000	-0.001008	-0.007105	 0.000000
 0.4866	 0.000000	 0.000000	-0.001124	-0.001376	 0.000000
 0.5137	 0.000000	 0.000000	-0.001076	 0.004926	 0.000000
 0.5407	 0.000000	 0.000000	-0.000860	 0.010836	 0.000000
 0.5677	 0.000000	 0.000000	-0.000501	 0.015400	 0.000000
 0.5947	 0.000000	 0.000000	-0.000047	 0.017772	 0.000000
 0.6217	 0.000000	 0.000000	 0.000435	 0.017392	 0.000000
 0.6487	 0.000000	 0.000000	 0.000866	 0.014100	 0.000000
 0.6758	 0.000000	 0.000000	 0.001172	 0.008224	 0.000000
 0.7028	 0.000000	 0.000000	 0.001292	 0.000553	 0.000000
 0.7298	 0.000000	 0.000000	 0.001194	-0.007745	 0.000000
 0.7568	 0.000000	 0.000000	 0.000879	-0.015230	 0.000000
 0.7839	 0.000000	 0.000000	 0.000388	-0.020519	 0.000000
 0.8109	 0.000000	 0.000000	-0.000201	-0.022466	 0.000000
 0.8379	 0.000000	 0.000000	-0.000790	-0.020452	 0.000000
 0.8649	 0.000000	 0.000000	-0.001270	-0.014557	 0.000000
 0.8919	 0.000000	 0.000000	-0.001547	-0.005699	 0.000000
 0.9189	 0.000000	 0.000000	-0.001562	 0.004489	 0.000000
 0.9460	 0.000000	 0.000000	-0.001309	 0.013815	 0.000000
 0.9730	 0.000000	 0.000000	-0.000844	 0.019763	 0.000000
 1.0000	 0.000000	 0.000000	-0.000291	 0.019992	 0.000000


 -------- Mode No.  17  (freq = 0.282832E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000002	 0.000009	 0.000000	 0.000000	 0.000000
 0.0035	 0.000002	 0.000008	 0.000000	 0.000000	 0.002186
 0.0104	 0.000002	 0.000006	 0.000000	 0.000000	 0.006554
 0.0174	 0.000002	 0.000004	 0.000000	 0.000000	 0.010909
 0.0244	 0.000002	 0.000002	 0.000000	 0.000000	 0.015245
 0.0313	 0.000002	 0.000000	 0.000000	 0.000000	 0.019552
 0.0383	 0.000002	-0.000003	 0.000000	 0.000000	 0.023822
 0.0453	 0.000002	-0.000005	 0.000000	 0.000000	 0.028048
 0.0522	 0.000002	-0.000008	 0.000000	 0.000000	 0.032222
 0.0592	 0.000002	-0.000010	 0.000000	 0.000000	 0.036335
 0.0662	 0.000002	-0.000013	 0.000000	 0.000000	 0.040381
 0.0731	 0.000002	-0.000015	 0.000000	 0.000000	 0.044351
 0.0801	 0.000002	-0.000017	 0.000000	 0.000000	 0.048239
 0.0870	 0.000002	-0.000019	 0.000000	 0.000000	 0.052037
 0.0940	 0.000001	-0.000021	 0.000000	 0.000000	 0.055738
 0.1010	 0.000001	-0.000023	 0.000000	 0.000000	 0.059335
 0.1079	 0.000001	-0.000025	 0.000000	 0.000000	 0.062821
 0.1149	 0.000001	-0.000026	 0.000000	 0.000000	 0.066190
 0.1219	 0.000001	-0.000027	 0.000000	 0.000000	 0.069435
 0.1288	 0.000001	-0.000028	 0.000000	 0.000000	 0.072551
 0.1358	 0.000000	-0.000029	 0.000000	 0.000000	 0.075532
 0.1399	 0.000000	-0.000030	 0.000000	 0.000000	 0.077224
 0.1497	 0.000000	-0.000030	 0.000000	 0.000000	 0.081066
 0.1567	 0.000000	-0.000030	 0.000000	 0.000000	 0.083608
 0.1636	 0.000000	-0.000030	 0.000000	 0.000000	 0.085995
 0.1706	-0.000001	-0.000029	 0.000000	 0.000000	 0.088221
 0.1776	-0.000001	-0.000029	 0.000000	 0.000000	 0.090283
 0.1845	-0.000001	-0.000028	 0.000000	 0.000000	 0.092176
 0.1915	-0.000001	-0.000027	 0.000000	 0.000000	 0.093898
 0.1985	-0.000001	-0.000025	 0.000000	 0.000000	 0.095444
 0.2054	-0.000002	-0.000024	 0.000000	 0.000000	 0.096812
 0.2124	-0.000002	-0.000022	 0.000000	 0.000000	 0.098000
 0.2194	-0.000002	-0.000020	 0.000000	 0.000000	 0.099005
 0.2263	-0.000002	-0.000018	 0.000000	 0.000000	 0.099825
 0.2333	-0.000002	-0.000016	 0.000000	 0.000000	 0.100460
 0.2403	-0.000002	-0.000014	 0.000000	 0.000000	 0.100906
 0.2472	-0.000002	-0.000012	 0.000000	 0.000000	 0.101165
 0.2507	-0.000002	-0.000011	 0.000000	 0.000000	 0.101224
 0.3203	-0.000002	 0.000029	 0.000000	 0.000000	 0.093433
 0.3797	 0.000001	 0.000043	 0.000000	 0.000000	 0.071228
 0.4248	 0.000002	 0.000032	 0.000000	 0.000000	 0.045562
 0.4596	 0.000003	 0.000012	 0.000000	 0.000000	 0.021408
 0.4866	 0.000003	-0.000006	 0.000000	 0.000000	 0.000655
 0.5137	 0.000003	-0.000025	 0.000000	 0.000000	-0.021354
 0.5407	 0.000002	-0.000041	 0.000000	 0.000000	-0.044006
 0.5677	 0.000001	-0.000051	 0.000000	 0.000000	-0.066769
 0.5947	-0.000001	-0.000053	 0.000000	 0.000000	-0.088987
 0.6217	-0.000002	-0.000046	 0.000000	 0.000000	-0.109993
 0.6487	-0.000003	-0.000030	 0.000000	 0.000000	-0.129186
 0.6758	-0.000004	-0.000008	 0.000000	 0.000000	-0.145844
 0.7028	-0.000004	 0.000017	 0.000000	 0.000000	-0.159370
 0.7298	-0.000003	 0.000041	 0.000000	 0.000000	-0.169200
 0.7568	-0.000001	 0.000059	 0.000000	 0.000000	-0.174779
 0.7839	 0.000000	 0.000068	 0.000000	 0.000000	-0.175687
 0.8109	 0.000002	 0.000065	 0.000000	 0.000000	-0.171571
 0.8379	 0.000004	 0.000050	 0.000000	 0.000000	-0.162205
 0.8649	 0.000005	 0.000027	 0.000000	 0.000000	-0.147436
 0.8919	 0.000005	 0.000001	 0.000000	 0.000000	-0.127347
 0.9189	 0.000005	-0.000021	 0.000000	 0.000000	-0.102065
 0.9460	 0.000004	-0.000030	 0.000000	 0.000000	-0.071829
 0.9730	 0.000003	-0.000015	 0.000000	 0.000000	-0.037255
 1.0000	 0.000004	 0.000034	 0.000000	 0.000000	 0.001188


 -------- Mode No.  18  (freq = 0.294252E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.008757	 0.038213	 0.000000	 0.000000	 0.000000
 0.0035	 0.008883	 0.034069	 0.000000	 0.000000	-0.000009
 0.0104	 0.009090	 0.025209	 0.000000	 0.000000	-0.000026
 0.0174	 0.009233	 0.015692	 0.000000	 0.000000	-0.000044
 0.0244	 0.009307	 0.005648	 0.000000	 0.000000	-0.000062
 0.0313	 0.009310	-0.004791	 0.000000	 0.000000	-0.000079
 0.0383	 0.009240	-0.015493	 0.000000	 0.000000	-0.000096
 0.0453	 0.009094	-0.026326	 0.000000	 0.000000	-0.000113
 0.0522	 0.008873	-0.037160	 0.000000	 0.000000	-0.000130
 0.0592	 0.008577	-0.047867	 0.000000	 0.000000	-0.000147
 0.0662	 0.008207	-0.058324	 0.000000	 0.000000	-0.000163
 0.0731	 0.007766	-0.068412	 0.000000	 0.000000	-0.000179
 0.0801	 0.007256	-0.078017	 0.000000	 0.000000	-0.000194
 0.0870	 0.006680	-0.087032	 0.000000	 0.000000	-0.000209
 0.0940	 0.006045	-0.095358	 0.000000	 0.000000	-0.000224
 0.1010	 0.005354	-0.102906	 0.000000	 0.000000	-0.000238
 0.1079	 0.004614	-0.109593	 0.000000	 0.000000	-0.000252
 0.1149	 0.003830	-0.115350	 0.000000	 0.000000	-0.000266
 0.1219	 0.003010	-0.120117	 0.000000	 0.000000	-0.000278
 0.1288	 0.002159	-0.123844	 0.000000	 0.000000	-0.000291
 0.1358	 0.001287	-0.126496	 0.000000	 0.000000	-0.000302
 0.1399	 0.000765	-0.127545	 0.000000	 0.000000	-0.000309
 0.1497	-0.000494	-0.128487	 0.000000	 0.000000	-0.000323
 0.1567	-0.001387	-0.127814	 0.000000	 0.000000	-0.000333
 0.1636	-0.002271	-0.126044	 0.000000	 0.000000	-0.000342
 0.1706	-0.003140	-0.123201	 0.000000	 0.000000	-0.000351
 0.1776	-0.003985	-0.119324	 0.000000	 0.000000	-0.000358
 0.1845	-0.004799	-0.114464	 0.000000	 0.000000	-0.000365
 0.1915	-0.005577	-0.108684	 0.000000	 0.000000	-0.000371
 0.1985	-0.006311	-0.102055	 0.000000	 0.000000	-0.000377
 0.2054	-0.006996	-0.094665	 0.000000	 0.000000	-0.000381
 0.2124	-0.007628	-0.086605	 0.000000	 0.000000	-0.000385
 0.2194	-0.008201	-0.077981	 0.000000	 0.000000	-0.000388
 0.2263	-0.008713	-0.068905	 0.000000	 0.000000	-0.000391
 0.2333	-0.009160	-0.059497	 0.000000	 0.000000	-0.000392
 0.2403	-0.009541	-0.049884	 0.000000	 0.000000	-0.000393
 0.2472	-0.009855	-0.040199	 0.000000	 0.000000	-0.000393
 0.2507	-0.009986	-0.035372	 0.000000	 0.000000	-0.000393
 0.3203	-0.005792	 0.139352	 0.000000	 0.000000	-0.000336
 0.3797	 0.004420	 0.180934	 0.000000	 0.000000	-0.000224
 0.4248	 0.011413	 0.117211	 0.000000	 0.000000	-0.000106
 0.4596	 0.013924	 0.023528	 0.000000	 0.000000	 0.000001
 0.4866	 0.013418	-0.060502	 0.000000	 0.000000	 0.000089
 0.5137	 0.010676	-0.139662	 0.000000	 0.000000	 0.000179
 0.5407	 0.006026	-0.199723	 0.000000	 0.000000	 0.000269
 0.5677	 0.000150	-0.228921	 0.000000	 0.000000	 0.000357
 0.5947	-0.005998	-0.219641	 0.000000	 0.000000	 0.000438
 0.6217	-0.011349	-0.170557	 0.000000	 0.000000	 0.000511
